order_id,order_number,order_date,created_at,closed_at,order_type,table_number,party_size,server_id,subtotal,discount_amount,discount_reason,gst,tip,total,payment_method,card_brand,card_last_four,delivery_platform,status
1613,#028,2026-05-18,2026-05-18 15:24:24,2026-05-18 16:05:24,dine_in,8,2,9,53.00,0.00,,2.65,10.60,66.25,Credit,Visa,9999,,completed
1614,#029,2026-05-18,2026-05-18 16:21:30,2026-05-18 17:02:30,dine_in,7,4,7,86.25,0.00,,4.31,15.52,106.08,Mobile,Google Pay,9999,,completed
1615,#030,2026-05-18,2026-05-18 16:18:49,2026-05-18 17:19:49,dine_in,4,2,4,67.25,0.00,,3.36,10.09,80.70,Mobile,Apple Pay,9999,,completed
1616,#031,2026-05-18,2026-05-18 16:43:11,2026-05-18 17:51:11,dine_in,5,4,10,99.50,0.00,,4.98,19.90,124.38,Credit,Visa,9999,,completed
1617,#032,2026-05-18,2026-05-18 16:26:55,2026-05-18 17:15:55,dine_in,9,5,6,131.00,0.00,,6.55,23.58,161.13,Credit,Visa,9999,,completed
1618,#033,2026-05-18,2026-05-18 16:04:37,2026-05-18 17:03:37,dine_in,4,4,6,95.00,0.00,,4.75,19.00,118.75,Cash,,,,completed
1619,#034,2026-05-18,2026-05-18 17:54:11,2026-05-18 18:45:11,dine_in,14,3,7,97.75,0.00,,4.89,19.55,122.19,Debit,Interac Debit,9999,,completed
1620,#035,2026-05-18,2026-05-18 17:10:05,2026-05-18 18:11:05,dine_in,10,4,10,113.50,0.00,,5.68,20.43,139.61,Debit,Interac Debit,9999,,completed
1621,#036,2026-05-18,2026-05-18 17:46:43,2026-05-18 18:25:43,dine_in,10,5,3,131.75,0.00,,6.59,19.76,158.10,Credit,Visa,9999,,completed
1622,#037,2026-05-18,2026-05-18 18:38:46,2026-05-18 19:04:46,takeout,,2,10,49.00,0.00,,2.45,0.00,51.45,Credit,Visa,9999,,completed
1623,#038,2026-05-18,2026-05-18 18:00:26,2026-05-18 18:12:26,delivery,,4,8,121.75,18.26,Yelp check-in,5.17,0.00,108.66,Debit,Interac Debit,9999,UberEats,completed
1624,#039,2026-05-18,2026-05-18 18:23:08,2026-05-18 18:32:08,delivery,,4,4,104.50,0.00,,5.23,0.00,109.73,Credit,Visa,9999,UberEats,completed
1625,#040,2026-05-18,2026-05-18 18:21:10,2026-05-18 19:23:10,dine_in,8,3,4,90.50,0.00,,4.53,9.05,104.08,Credit,Visa,9999,,completed
1626,#041,2026-05-18,2026-05-18 18:04:10,2026-05-18 18:18:10,delivery,,1,6,21.50,0.00,,1.07,0.00,22.57,Mobile,Google Pay,9999,DoorDash,completed
1627,#042,2026-05-18,2026-05-18 18:03:25,2026-05-18 18:26:25,takeout,,1,10,20.00,0.00,,1.00,0.00,21.00,Debit,Interac Debit,9999,,completed
1628,#043,2026-05-18,2026-05-18 18:29:29,2026-05-18 18:35:29,delivery,,1,3,28.50,0.00,,1.43,0.00,29.93,Mobile,Apple Pay,9999,SkipTheDishes,completed
1629,#044,2026-05-18,2026-05-18 18:04:16,2026-05-18 19:02:16,dine_in,9,4,3,116.75,0.00,,5.84,21.02,143.61,Cash,,,,completed
1630,#045,2026-05-18,2026-05-18 18:21:34,2026-05-18 18:27:34,delivery,,2,8,56.25,0.00,,2.81,0.00,59.06,Debit,Interac Debit,9999,UberEats,completed
1631,#046,2026-05-18,2026-05-18 18:58:11,2026-05-18 19:54:11,dine_in,7,4,4,115.75,0.00,,5.79,17.36,138.90,Cash,,,,completed
1632,#047,2026-05-18,2026-05-18 18:20:34,2026-05-18 18:57:34,dine_in,10,4,10,102.00,51.00,Staff meal 50%,2.55,7.65,61.20,Credit,Visa,9999,,completed
1633,#048,2026-05-18,2026-05-18 18:31:51,2026-05-18 19:39:51,dine_in,6,3,10,84.75,0.00,,4.24,12.71,101.70,Credit,Visa,9999,,completed
1634,#049,2026-05-18,2026-05-18 19:47:51,2026-05-18 20:45:51,dine_in,8,4,4,91.25,0.00,,4.56,13.69,109.50,Credit,Visa,9999,,completed
1635,#050,2026-05-18,2026-05-18 19:37:11,2026-05-18 20:49:11,dine_in,6,3,10,69.50,0.00,,3.48,10.42,83.40,Credit,Visa,9999,,completed
1636,#051,2026-05-18,2026-05-18 19:32:50,2026-05-18 20:21:50,dine_in,9,5,4,112.00,0.00,,5.60,16.80,134.40,Credit,Visa,9999,,completed
1637,#052,2026-05-18,2026-05-18 19:08:02,2026-05-18 19:20:02,takeout,,1,7,26.50,0.00,,1.33,3.97,31.80,Cash,,,,completed
1638,#053,2026-05-18,2026-05-18 19:35:40,2026-05-18 20:32:40,dine_in,13,2,3,55.50,0.00,,2.78,0.00,58.28,Credit,Visa,9999,,completed
1639,#054,2026-05-18,2026-05-18 19:09:46,2026-05-18 19:19:46,delivery,,4,6,140.00,0.00,,7.00,0.00,147.00,Debit,Interac Debit,9999,SkipTheDishes,completed
1640,#055,2026-05-18,2026-05-18 19:34:38,2026-05-18 20:23:38,dine_in,7,2,4,58.00,0.00,,2.90,11.60,72.50,Debit,Interac Debit,9999,,completed
1641,#056,2026-05-18,2026-05-18 19:20:12,2026-05-18 20:11:12,dine_in,14,3,6,88.25,0.00,,4.41,15.88,108.54,Mobile,Apple Pay,9999,,completed
1642,#057,2026-05-18,2026-05-18 19:10:36,2026-05-18 20:23:36,dine_in,1,1,8,26.50,0.00,,1.33,2.65,30.48,Credit,Visa,9999,,completed
1643,#058,2026-05-18,2026-05-18 19:44:25,2026-05-18 20:07:25,takeout,,2,10,60.50,0.00,,3.03,0.00,63.53,Cash,,,,completed
1644,#059,2026-05-18,2026-05-18 19:18:20,2026-05-18 20:12:20,dine_in,13,2,2,46.75,0.00,,2.34,9.35,58.44,Mobile,Apple Pay,9999,,completed
1645,#060,2026-05-18,2026-05-18 20:12:54,2026-05-18 20:19:54,delivery,,1,7,43.75,0.00,,2.19,0.00,45.94,Mobile,Apple Pay,9999,UberEats,completed
1646,#061,2026-05-18,2026-05-18 20:50:38,2026-05-18 21:00:38,delivery,,3,7,100.00,0.00,,5.00,0.00,105.00,Debit,Interac Debit,9999,DoorDash,completed
1647,#062,2026-05-18,2026-05-18 20:45:38,2026-05-18 21:31:38,dine_in,10,4,10,106.25,0.00,,5.31,26.56,138.12,Debit,Interac Debit,9999,,completed
1648,#063,2026-05-18,2026-05-18 20:59:58,2026-05-18 22:07:58,dine_in,9,6,4,157.00,0.00,,7.85,23.55,188.40,Credit,Visa,9999,,completed
1649,#064,2026-05-18,2026-05-18 20:09:37,2026-05-18 20:14:37,delivery,,3,10,78.25,0.00,,3.91,0.00,82.16,Cash,,,UberEats,completed
1650,#065,2026-05-18,2026-05-18 20:17:21,2026-05-18 21:19:21,dine_in,11,1,7,28.25,0.00,,1.41,5.65,35.31,Credit,Visa,9999,,completed
1651,#066,2026-05-18,2026-05-18 20:17:58,2026-05-18 20:34:58,takeout,,3,6,89.75,0.00,,4.49,0.00,94.24,Debit,Interac Debit,9999,,completed
1652,#067,2026-05-18,2026-05-18 20:16:50,2026-05-18 20:42:50,takeout,,2,7,65.00,0.00,,3.25,6.50,74.75,Cash,,,,completed
1653,#068,2026-05-18,2026-05-18 20:40:25,2026-05-18 21:49:25,dine_in,14,3,4,108.50,0.00,,5.43,16.27,130.20,Credit,Visa,9999,,completed
1654,#001,2026-05-19,2026-05-19 11:42:25,2026-05-19 12:19:25,dine_in,4,3,3,84.25,0.00,,4.21,16.85,105.31,Credit,Visa,9999,,completed
1655,#002,2026-05-19,2026-05-19 11:25:51,2026-05-19 12:33:51,dine_in,4,3,5,101.50,0.00,,5.08,15.22,121.80,Mobile,Google Pay,9999,,completed
1656,#003,2026-05-19,2026-05-19 11:10:24,2026-05-19 12:23:24,dine_in,3,1,3,35.50,0.00,,1.78,6.39,43.67,Credit,Visa,9999,,completed
1657,#004,2026-05-19,2026-05-19 11:31:06,2026-05-19 11:59:06,takeout,,2,2,40.00,0.00,,2.00,6.00,48.00,Debit,Interac Debit,9999,,completed
1658,#005,2026-05-19,2026-05-19 11:09:07,2026-05-19 12:24:07,dine_in,9,3,5,70.00,0.00,,3.50,12.60,86.10,Credit,Visa,9999,,completed
1659,#006,2026-05-19,2026-05-19 12:49:59,2026-05-19 13:52:59,dine_in,4,3,5,74.00,0.00,,3.70,11.10,88.80,Credit,Visa,9999,,completed
1660,#007,2026-05-19,2026-05-19 12:16:48,2026-05-19 13:21:48,dine_in,8,4,9,117.00,0.00,,5.85,0.00,0.00,Credit,Visa,9999,,voided
1661,#008,2026-05-19,2026-05-19 12:25:22,2026-05-19 13:38:22,dine_in,14,1,3,19.00,0.00,,0.95,3.80,23.75,Debit,Interac Debit,9999,,completed
1662,#009,2026-05-19,2026-05-19 12:15:00,2026-05-19 12:27:00,delivery,,1,3,25.00,2.50,Birthday 10%,1.12,0.00,23.62,Credit,Visa,9999,SkipTheDishes,completed
1663,#010,2026-05-19,2026-05-19 12:59:24,2026-05-19 14:04:24,dine_in,7,4,1,80.00,0.00,,4.00,8.00,92.00,Debit,Interac Debit,9999,,completed
1664,#011,2026-05-19,2026-05-19 12:22:51,2026-05-19 13:24:51,dine_in,5,2,2,42.50,0.00,,2.12,8.50,53.12,Credit,Visa,9999,,completed
1665,#012,2026-05-19,2026-05-19 12:37:13,2026-05-19 13:26:13,dine_in,10,3,3,71.50,0.00,,3.58,14.30,89.38,Credit,Visa,9999,,completed
1666,#013,2026-05-19,2026-05-19 12:40:00,2026-05-19 13:24:00,dine_in,9,2,9,63.00,0.00,,3.15,9.45,75.60,Credit,Visa,9999,,completed
1667,#014,2026-05-19,2026-05-19 12:04:19,2026-05-19 13:16:19,dine_in,6,2,1,38.00,0.00,,1.90,7.60,47.50,Debit,Interac Debit,9999,,completed
1668,#015,2026-05-19,2026-05-19 12:53:02,2026-05-19 14:08:02,dine_in,10,3,9,92.00,0.00,,4.60,18.40,115.00,Credit,Visa,9999,,completed
1669,#016,2026-05-19,2026-05-19 12:51:53,2026-05-19 13:04:53,takeout,,3,4,78.00,0.00,,3.90,0.00,81.90,Credit,Visa,9999,,completed
1670,#017,2026-05-19,2026-05-19 12:25:35,2026-05-19 13:40:35,dine_in,2,2,9,61.50,0.00,,3.08,11.07,75.65,Credit,Visa,9999,,completed
1671,#018,2026-05-19,2026-05-19 13:21:51,2026-05-19 14:30:51,dine_in,13,3,5,61.50,0.00,,3.08,15.38,79.96,Credit,Visa,9999,,completed
1672,#019,2026-05-19,2026-05-19 13:05:53,2026-05-19 13:32:53,takeout,,1,10,18.00,0.00,,0.90,2.70,21.60,Credit,Visa,9999,,completed
1673,#020,2026-05-19,2026-05-19 13:06:03,2026-05-19 14:07:03,dine_in,14,3,3,73.50,0.00,,3.68,13.23,90.41,Cash,,,,completed
1674,#021,2026-05-19,2026-05-19 13:55:27,2026-05-19 14:31:27,dine_in,7,3,10,69.50,0.00,,3.48,10.42,83.40,Cash,,,,completed
1675,#022,2026-05-19,2026-05-19 13:33:32,2026-05-19 14:10:32,dine_in,15,2,9,45.50,0.00,,2.27,6.83,54.60,Credit,Visa,9999,,completed
1676,#023,2026-05-19,2026-05-19 13:09:16,2026-05-19 14:16:16,dine_in,15,2,9,44.50,0.00,,2.23,8.90,55.63,Mobile,Apple Pay,9999,,completed
1677,#024,2026-05-19,2026-05-19 13:59:00,2026-05-19 14:40:00,dine_in,4,3,3,70.00,0.00,,3.50,0.00,73.50,Credit,Visa,9999,,completed
1678,#025,2026-05-19,2026-05-19 13:51:32,2026-05-19 14:09:32,takeout,,4,1,83.00,0.00,,4.15,0.00,87.15,Debit,Interac Debit,9999,,completed
1679,#026,2026-05-19,2026-05-19 13:22:47,2026-05-19 13:36:47,takeout,,2,4,46.50,0.00,,2.33,0.00,48.83,Credit,Visa,9999,,completed
1680,#027,2026-05-19,2026-05-19 13:38:31,2026-05-19 14:27:31,dine_in,13,3,3,58.50,0.00,,2.93,10.53,71.96,Credit,Visa,9999,,completed
1681,#028,2026-05-19,2026-05-19 14:25:49,2026-05-19 15:25:49,dine_in,12,2,10,62.25,0.00,,3.11,11.21,76.57,Debit,Interac Debit,9999,,completed
1682,#029,2026-05-19,2026-05-19 14:40:20,2026-05-19 14:50:20,delivery,,3,5,83.00,0.00,,4.15,0.00,87.15,Debit,Interac Debit,9999,DoorDash,completed
1683,#030,2026-05-19,2026-05-19 14:26:12,2026-05-19 14:41:12,delivery,,2,2,62.00,0.00,,3.10,0.00,65.10,Mobile,Google Pay,9999,DoorDash,completed
1684,#031,2026-05-19,2026-05-19 14:34:32,2026-05-19 15:17:32,dine_in,15,2,5,48.50,0.00,,2.43,12.12,63.05,Cash,,,,completed
1685,#032,2026-05-19,2026-05-19 16:12:01,2026-05-19 16:24:01,takeout,,4,2,83.00,0.00,,4.15,0.00,87.15,Mobile,Apple Pay,9999,,completed
1686,#033,2026-05-19,2026-05-19 16:33:00,2026-05-19 17:27:00,dine_in,4,4,7,126.00,0.00,,6.30,22.68,154.98,Debit,Interac Debit,9999,,completed
1687,#034,2026-05-19,2026-05-19 16:18:22,2026-05-19 17:22:22,dine_in,7,2,6,58.25,0.00,,2.91,11.65,72.81,Credit,Visa,9999,,completed
1688,#035,2026-05-19,2026-05-19 16:06:51,2026-05-19 16:55:51,dine_in,7,4,8,124.50,0.00,,6.23,22.41,153.14,Credit,Visa,9999,,completed
1689,#036,2026-05-19,2026-05-19 17:15:58,2026-05-19 17:57:58,dine_in,10,6,4,152.50,0.00,,7.62,22.88,183.00,Credit,Visa,9999,,completed
1690,#037,2026-05-19,2026-05-19 17:36:07,2026-05-19 18:24:07,dine_in,10,4,10,119.00,0.00,,5.95,17.85,142.80,Credit,Visa,9999,,completed
1691,#038,2026-05-19,2026-05-19 17:15:38,2026-05-19 18:26:38,dine_in,7,4,4,105.75,0.00,,5.29,15.86,126.90,Credit,Visa,9999,,completed
1692,#039,2026-05-19,2026-05-19 17:17:29,2026-05-19 18:28:29,dine_in,14,4,8,137.50,0.00,,6.88,24.75,169.13,Credit,Visa,9999,,completed
1693,#040,2026-05-19,2026-05-19 17:50:12,2026-05-19 18:15:12,takeout,,1,4,30.50,0.00,,1.53,0.00,32.03,Debit,Interac Debit,9999,,completed
1694,#041,2026-05-19,2026-05-19 17:42:45,2026-05-19 18:40:45,dine_in,10,4,8,114.75,0.00,,5.74,17.21,137.70,Cash,,,,completed
1695,#042,2026-05-19,2026-05-19 17:35:35,2026-05-19 18:30:35,dine_in,5,3,7,81.50,0.00,,4.08,14.67,100.25,Cash,,,,completed
1696,#043,2026-05-19,2026-05-19 17:01:12,2026-05-19 18:08:12,dine_in,4,2,10,70.00,0.00,,3.50,14.00,87.50,Credit,Visa,9999,,completed
1697,#044,2026-05-19,2026-05-19 17:53:52,2026-05-19 18:20:52,takeout,,2,7,65.25,0.00,,3.26,0.00,0.00,Credit,Visa,9999,,voided
1698,#045,2026-05-19,2026-05-19 17:07:38,2026-05-19 18:03:38,dine_in,13,3,6,78.00,0.00,,3.90,15.60,97.50,Credit,Visa,9999,,completed
1699,#046,2026-05-19,2026-05-19 18:35:23,2026-05-19 19:37:23,dine_in,10,2,7,64.00,0.00,,3.20,9.60,76.80,Credit,Visa,9999,,completed
1700,#047,2026-05-19,2026-05-19 18:53:53,2026-05-19 18:59:53,delivery,,2,8,65.25,0.00,,3.26,0.00,68.51,Mobile,Apple Pay,9999,SkipTheDishes,completed
1701,#048,2026-05-19,2026-05-19 18:07:31,2026-05-19 19:21:31,dine_in,6,1,2,26.50,0.00,,1.33,4.77,32.60,Credit,Visa,9999,,completed
1702,#049,2026-05-19,2026-05-19 18:29:46,2026-05-19 19:08:46,dine_in,8,3,7,108.00,0.00,,5.40,0.00,0.00,Cash,,,,voided
1703,#050,2026-05-19,2026-05-19 18:38:54,2026-05-19 19:47:54,dine_in,7,4,3,121.25,0.00,,6.06,24.25,151.56,Mobile,Apple Pay,9999,,completed
1704,#051,2026-05-19,2026-05-19 18:37:21,2026-05-19 18:52:21,delivery,,2,7,68.00,0.00,,3.40,0.00,71.40,Mobile,Apple Pay,9999,DoorDash,completed
1705,#052,2026-05-19,2026-05-19 18:59:36,2026-05-19 20:14:36,dine_in,7,1,7,24.00,0.00,,1.20,4.32,29.52,Credit,Visa,9999,,completed
1706,#053,2026-05-19,2026-05-19 19:08:53,2026-05-19 19:19:53,delivery,,4,6,107.25,0.00,,5.36,0.00,112.61,Mobile,Apple Pay,9999,UberEats,completed
1707,#054,2026-05-19,2026-05-19 19:55:10,2026-05-19 20:02:10,delivery,,1,3,49.50,0.00,,2.48,0.00,51.98,Credit,Visa,9999,SkipTheDishes,completed
1708,#055,2026-05-19,2026-05-19 19:45:13,2026-05-19 20:30:13,dine_in,6,3,8,80.00,0.00,,4.00,20.00,104.00,Credit,Visa,9999,,completed
1709,#056,2026-05-19,2026-05-19 19:04:40,2026-05-19 19:34:40,takeout,,1,4,31.50,0.00,,1.58,0.00,33.08,Credit,Visa,9999,,completed
1710,#057,2026-05-19,2026-05-19 19:38:46,2026-05-19 20:29:46,dine_in,5,3,8,88.00,0.00,,4.40,17.60,110.00,Cash,,,,completed
1711,#058,2026-05-19,2026-05-19 19:37:23,2026-05-19 20:25:23,dine_in,7,2,6,47.50,0.00,,2.38,9.50,59.38,Credit,Visa,9999,,completed
1712,#059,2026-05-19,2026-05-19 19:36:25,2026-05-19 20:48:25,dine_in,13,3,10,66.75,0.00,,3.34,13.35,83.44,Credit,Visa,9999,,completed
1713,#060,2026-05-19,2026-05-19 19:41:47,2026-05-19 20:19:47,dine_in,9,4,7,122.50,0.00,,6.12,30.62,159.24,Credit,Visa,9999,,completed
1714,#061,2026-05-19,2026-05-19 19:56:37,2026-05-19 20:50:37,dine_in,8,4,6,99.25,0.00,,4.96,14.89,119.10,Debit,Interac Debit,9999,,completed
1715,#062,2026-05-19,2026-05-19 19:00:05,2026-05-19 19:57:05,dine_in,14,2,8,38.00,0.00,,1.90,6.84,46.74,Cash,,,,completed
1716,#063,2026-05-19,2026-05-19 20:21:09,2026-05-19 20:33:09,takeout,,2,7,58.25,0.00,,2.91,2.91,64.07,Cash,,,,completed
1717,#064,2026-05-19,2026-05-19 20:36:15,2026-05-19 20:58:15,takeout,,1,6,27.00,0.00,,1.35,0.00,28.35,Credit,Visa,9999,,completed
1718,#065,2026-05-19,2026-05-19 20:19:36,2026-05-19 21:24:36,dine_in,4,4,8,121.00,0.00,,6.05,24.20,151.25,Debit,Interac Debit,9999,,completed
1719,#066,2026-05-19,2026-05-19 20:36:04,2026-05-19 21:42:04,dine_in,4,3,6,77.50,0.00,,3.88,13.95,95.33,Cash,,,,completed
1720,#067,2026-05-19,2026-05-19 20:35:47,2026-05-19 21:34:47,dine_in,6,2,7,45.50,0.00,,2.27,9.10,56.87,Credit,Visa,9999,,completed
1721,#068,2026-05-19,2026-05-19 20:39:53,2026-05-19 21:19:53,dine_in,4,1,8,28.00,0.00,,1.40,4.20,33.60,Credit,Visa,9999,,completed
1722,#001,2026-05-20,2026-05-20 11:23:09,2026-05-20 12:11:09,dine_in,14,2,9,84.25,0.00,,4.21,0.00,88.46,Credit,Visa,9999,,completed
1723,#002,2026-05-20,2026-05-20 11:16:55,2026-05-20 12:26:55,dine_in,6,2,9,58.00,0.00,,2.90,14.50,75.40,Mobile,Google Pay,9999,,completed
1724,#003,2026-05-20,2026-05-20 11:29:34,2026-05-20 12:42:34,dine_in,13,4,3,93.50,0.00,,4.67,14.03,112.20,Credit,Visa,9999,,completed
1725,#004,2026-05-20,2026-05-20 11:21:47,2026-05-20 12:20:47,dine_in,13,3,2,82.00,0.00,,4.10,12.30,98.40,Credit,Visa,9999,,completed
1726,#005,2026-05-20,2026-05-20 12:24:12,2026-05-20 13:36:12,dine_in,6,1,5,29.50,0.00,,1.48,4.42,35.40,Debit,Interac Debit,9999,,completed
1727,#006,2026-05-20,2026-05-20 12:15:23,2026-05-20 13:01:23,dine_in,11,2,4,39.00,0.00,,1.95,5.85,46.80,Cash,,,,completed
1728,#007,2026-05-20,2026-05-20 12:49:22,2026-05-20 13:42:22,dine_in,10,3,4,88.75,0.00,,4.44,15.97,109.16,Debit,Interac Debit,9999,,completed
1729,#008,2026-05-20,2026-05-20 12:01:49,2026-05-20 13:07:49,dine_in,4,1,2,30.25,0.00,,1.51,4.54,36.30,Debit,Interac Debit,9999,,completed
1730,#009,2026-05-20,2026-05-20 12:50:13,2026-05-20 13:48:13,dine_in,1,2,10,45.50,0.00,,2.27,9.10,56.87,Credit,Visa,9999,,completed
1731,#010,2026-05-20,2026-05-20 12:06:43,2026-05-20 12:47:43,dine_in,2,2,2,42.50,0.00,,2.12,8.50,53.12,Credit,Visa,9999,,completed
1732,#011,2026-05-20,2026-05-20 12:57:45,2026-05-20 13:03:45,delivery,,3,4,72.00,0.00,,3.60,0.00,75.60,Debit,Interac Debit,9999,UberEats,completed
1733,#012,2026-05-20,2026-05-20 12:38:12,2026-05-20 12:51:12,delivery,,1,5,24.00,0.00,,1.20,0.00,25.20,Credit,Visa,9999,SkipTheDishes,completed
1734,#013,2026-05-20,2026-05-20 12:50:39,2026-05-20 13:04:39,delivery,,4,1,89.00,0.00,,4.45,0.00,93.45,Mobile,Apple Pay,9999,DoorDash,completed
1735,#014,2026-05-20,2026-05-20 13:43:37,2026-05-20 14:18:37,dine_in,12,2,9,49.50,0.00,,2.48,4.95,56.93,Mobile,Apple Pay,9999,,completed
1736,#015,2026-05-20,2026-05-20 13:47:49,2026-05-20 13:58:49,delivery,,2,5,71.00,0.00,,3.55,0.00,74.55,Debit,Interac Debit,9999,UberEats,completed
1737,#016,2026-05-20,2026-05-20 13:08:04,2026-05-20 13:26:04,takeout,,2,2,75.00,0.00,,3.75,7.50,86.25,Credit,Visa,9999,,completed
1738,#017,2026-05-20,2026-05-20 13:07:38,2026-05-20 13:46:38,dine_in,1,2,2,41.50,0.00,,2.08,7.47,51.05,Debit,Interac Debit,9999,,completed
1739,#018,2026-05-20,2026-05-20 13:17:13,2026-05-20 13:24:13,delivery,,1,3,27.50,0.00,,1.38,0.00,28.88,Credit,Visa,9999,SkipTheDishes,completed
1740,#019,2026-05-20,2026-05-20 13:17:59,2026-05-20 13:46:59,takeout,,2,9,42.50,0.00,,2.12,2.12,46.74,Credit,Visa,9999,,completed
1741,#020,2026-05-20,2026-05-20 14:37:33,2026-05-20 15:45:33,dine_in,13,5,1,125.50,0.00,,6.28,22.59,154.37,Credit,Visa,9999,,completed
1742,#021,2026-05-20,2026-05-20 14:32:56,2026-05-20 15:20:56,dine_in,9,3,3,66.00,0.00,,3.30,0.00,0.00,Debit,Interac Debit,9999,,voided
1743,#022,2026-05-20,2026-05-20 15:09:52,2026-05-20 16:17:52,dine_in,11,1,10,31.00,0.00,,1.55,4.65,37.20,Cash,,,,completed
1744,#023,2026-05-20,2026-05-20 15:50:24,2026-05-20 16:05:24,delivery,,2,3,47.50,0.00,,2.38,0.00,49.88,Cash,,,SkipTheDishes,completed
1745,#024,2026-05-20,2026-05-20 15:27:07,2026-05-20 16:31:07,dine_in,4,3,3,76.00,0.00,,3.80,11.40,91.20,Credit,Visa,9999,,completed
1746,#025,2026-05-20,2026-05-20 16:50:08,2026-05-20 16:59:08,delivery,,1,4,20.00,0.00,,1.00,0.00,21.00,Cash,,,SkipTheDishes,completed
1747,#026,2026-05-20,2026-05-20 16:00:53,2026-05-20 16:15:53,takeout,,1,6,38.25,0.00,,1.91,0.00,40.16,Credit,Visa,9999,,completed
1748,#027,2026-05-20,2026-05-20 16:07:55,2026-05-20 17:08:55,dine_in,10,2,7,75.00,0.00,,3.75,13.50,92.25,Credit,Visa,9999,,completed
1749,#028,2026-05-20,2026-05-20 16:15:17,2026-05-20 16:52:17,dine_in,14,4,8,120.00,0.00,,6.00,24.00,150.00,Cash,,,,completed
1750,#029,2026-05-20,2026-05-20 16:25:29,2026-05-20 16:44:29,takeout,,1,10,42.25,0.00,,2.11,2.11,46.47,Credit,Visa,9999,,completed
1751,#030,2026-05-20,2026-05-20 16:58:55,2026-05-20 17:03:55,delivery,,3,6,60.00,0.00,,3.00,0.00,63.00,Debit,Interac Debit,9999,DoorDash,completed
1752,#031,2026-05-20,2026-05-20 17:13:41,2026-05-20 18:28:41,dine_in,12,2,4,60.00,0.00,,3.00,9.00,72.00,Debit,Interac Debit,9999,,completed
1753,#032,2026-05-20,2026-05-20 17:56:36,2026-05-20 18:49:36,dine_in,7,2,7,39.50,0.00,,1.98,7.90,49.38,Debit,Interac Debit,9999,,completed
1754,#033,2026-05-20,2026-05-20 17:35:27,2026-05-20 18:17:27,dine_in,13,4,7,132.50,0.00,,6.62,19.88,159.00,Mobile,Apple Pay,9999,,completed
1755,#034,2026-05-20,2026-05-20 17:47:54,2026-05-20 18:46:54,dine_in,13,5,8,124.25,0.00,,6.21,22.36,152.82,Cash,,,,completed
1756,#035,2026-05-20,2026-05-20 17:03:51,2026-05-20 17:09:51,delivery,,4,3,98.75,0.00,,4.94,0.00,103.69,Debit,Interac Debit,9999,UberEats,completed
1757,#036,2026-05-20,2026-05-20 17:24:39,2026-05-20 18:08:39,dine_in,5,2,6,57.00,0.00,,2.85,0.00,59.85,Debit,Interac Debit,9999,,completed
1758,#037,2026-05-20,2026-05-20 17:45:13,2026-05-20 18:12:13,takeout,,1,8,25.50,0.00,,1.28,3.82,30.60,Credit,Visa,9999,,completed
1759,#038,2026-05-20,2026-05-20 17:19:15,2026-05-20 18:09:15,dine_in,13,7,7,169.25,0.00,,8.46,30.46,208.17,Debit,Interac Debit,9999,,completed
1760,#039,2026-05-20,2026-05-20 17:19:47,2026-05-20 18:06:47,dine_in,10,2,6,47.00,0.00,,2.35,8.46,57.81,Cash,,,,completed
1761,#040,2026-05-20,2026-05-20 17:55:05,2026-05-20 18:54:05,dine_in,10,3,7,91.50,0.00,,4.58,16.47,112.55,Debit,Interac Debit,9999,,completed
1762,#041,2026-05-20,2026-05-20 18:00:04,2026-05-20 19:06:04,dine_in,9,2,2,70.75,0.00,,3.54,14.15,88.44,Cash,,,,completed
1763,#042,2026-05-20,2026-05-20 18:02:57,2026-05-20 18:51:57,dine_in,9,2,4,40.50,0.00,,2.02,7.29,49.81,Debit,Interac Debit,9999,,completed
1764,#043,2026-05-20,2026-05-20 18:44:05,2026-05-20 19:58:05,dine_in,13,8,2,205.75,0.00,,10.29,41.15,257.19,Credit,Visa,9999,,completed
1765,#044,2026-05-20,2026-05-20 18:10:10,2026-05-20 18:54:10,dine_in,10,2,4,58.00,0.00,,2.90,8.70,69.60,Credit,Visa,9999,,completed
1766,#045,2026-05-20,2026-05-20 18:32:19,2026-05-20 19:32:19,dine_in,10,2,3,47.25,0.00,,2.36,7.09,56.70,Mobile,Google Pay,9999,,completed
1767,#046,2026-05-20,2026-05-20 18:40:17,2026-05-20 18:54:17,delivery,,1,3,26.50,0.00,,1.33,0.00,27.83,Debit,Interac Debit,9999,SkipTheDishes,completed
1768,#047,2026-05-20,2026-05-20 18:15:18,2026-05-20 18:54:18,dine_in,8,2,8,42.50,0.00,,2.12,8.50,53.12,Debit,Interac Debit,9999,,completed
1769,#048,2026-05-20,2026-05-20 18:48:04,2026-05-20 19:49:04,dine_in,5,2,2,42.75,0.00,,2.14,0.00,44.89,Mobile,Apple Pay,9999,,completed
1770,#049,2026-05-20,2026-05-20 18:12:18,2026-05-20 19:12:18,dine_in,4,4,2,106.25,0.00,,5.31,21.25,132.81,Credit,Visa,9999,,completed
1771,#050,2026-05-20,2026-05-20 18:12:44,2026-05-20 19:19:44,dine_in,10,2,4,42.00,0.00,,2.10,4.20,48.30,Debit,Interac Debit,9999,,completed
1772,#051,2026-05-20,2026-05-20 19:12:59,2026-05-20 20:24:59,dine_in,14,3,10,70.25,0.00,,3.51,0.00,73.76,Debit,Interac Debit,9999,,completed
